SYMBOL,SERIES,DATE OF LISTING,ISIN NUMBER,FACE VALUE,YahooSymbol,Symbol,Company,Sector,Industry
HPAL.NS,EQ,27-DEC-2021,INE0GSL01024,2,HPAL.NS,HPAL,HP Adhesives Limited,Basic Materials,Specialty Chemicals
HPIL.NS,EQ,07-NOV-2022,INE05X901010,10,HPIL.NS,HPIL,Hindprakash Industries Limited,Basic Materials,Specialty Chemicals
HPL.NS,EQ,04-OCT-2016,INE495S01016,10,HPL.NS,HPL,HPL Electric & Power Limited,Industrials,Electrical Equipment & Parts
HSCL.NS,EQ,02-MAR-2007,INE019C01026,1,HSCL.NS,HSCL,Himadri Speciality Chemical Limited,Basic Materials,Specialty Chemicals
HUHTAMAKI.NS,EQ,01-OCT-2004,INE275B01026,2,HUHTAMAKI.NS,HUHTAMAKI,Huhtamaki India Limited,Consumer Cyclical,Packaging & Containers
HYBRIDFIN.NS,BE,05-DEC-2022,INE965B01022,5,HYBRIDFIN.NS,HYBRIDFIN,Hybrid Financial Services Limited,Financial Services,Capital Markets
HYUNDAI.NS,EQ,22-OCT-2024,INE0V6F01027,10,HYUNDAI.NS,HYUNDAI,HYUNDAI MOTOR INDIA LTD,Consumer Cyclical,Auto Manufacturers
ICEMAKE.NS,EQ,12-OCT-2020,INE520Y01019,10,ICEMAKE.NS,ICEMAKE,Ice Make Refrigeration Limited,Industrials,Specialty Industrial Machinery
ICIL.NS,EQ,12-SEP-2005,INE483B01026,2,ICIL.NS,ICIL,Indo Count Industries Limited,Consumer Cyclical,Textile Manufacturing
ICRA.NS,EQ,13-APR-2007,INE725G01011,10,ICRA.NS,ICRA,ICRA Limited,Financial Services,Financial Data & Stock Exchanges
IDEAFORGE.NS,EQ,07-JUL-2023,INE349Y01013,10,IDEAFORGE.NS,IDEAFORGE,ideaForge Technology Limited,Technology,Computer Hardware
IEX.NS,EQ,23-OCT-2017,INE022Q01020,1,IEX.NS,IEX,Indian Energy Exchange Limited,Financial Services,Capital Markets
IFBAGRO.NS,BE,03-APR-1996,INE076C01018,10,IFBAGRO.NS,IFBAGRO,IFB Agro Industries Limited,Consumer Defensive,Beverages - Wineries & Distilleries
IFBIND.NS,EQ,29-MAR-1995,INE559A01017,10,IFBIND.NS,IFBIND,IFB Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
IFCI.NS,EQ,26-APR-1995,INE039A01010,10,IFCI.NS,IFCI,IFCI Limited,Financial Services,Credit Services
IFGLEXPOR.NS,EQ,14-NOV-2017,INE133Y01011,10,IFGLEXPOR.NS,IFGLEXPOR,IFGL Refractories Limited,Basic Materials,Building Materials
IGARASHI.NS,EQ,09-OCT-2003,INE188B01013,10,IGARASHI.NS,IGARASHI,Igarashi Motors India Limited,Consumer Cyclical,Auto Parts
IGIL.NS,EQ,20-DEC-2024,INE0Q9301021,2,IGIL.NS,IGIL,International Gemmological Institute (India) Limited,Basic Materials,Other Precious Metals & Mining
IGL.NS,EQ,26-DEC-2003,INE203G01027,2,IGL.NS,IGL,Indraprastha Gas Limited,Utilities,Utilities - Regulated Gas
IGPL.NS,EQ,29-JAN-2007,INE204A01010,10,IGPL.NS,IGPL,I G Petrochemicals Limited,Basic Materials,Chemicals
IIFLCAPS.NS,EQ,20-SEP-2019,INE489L01022,2,IIFLCAPS.NS,IIFLCAPS,IIFL Capital Services Limited,Financial Services,Capital Markets
IITL.NS,BE,17-AUG-2010,INE886A01014,10,IITL.NS,IITL,Industrial Investment Trust Limited,Financial Services,Credit Services
IKIO.NS,EQ,16-JUN-2023,INE0LOJ01019,10,IKIO.NS,IKIO,IKIO Technologies Limited,Technology,Electronic Components
IKS.NS,EQ,19-DEC-2024,INE115Q01022,1,IKS.NS,IKS,INVENTURUS KNOWLEDGE SO L,Healthcare,Health Information Services
IMAGICAA.NS,EQ,06-APR-2015,INE172N01012,10,IMAGICAA.NS,IMAGICAA,Imagicaaworld Entertainment Limited,Communication Services,Entertainment
IMFA.NS,EQ,23-JUL-2010,INE919H01018,10,IMFA.NS,IMFA,Indian Metals and Ferro Alloys Limited,Basic Materials,Steel
INCREDIBLE.NS,BE,01-JUL-2016,INE452L01012,10,INCREDIBLE.NS,INCREDIBLE,Incredible Industries Limited,Basic Materials,Steel
INDBANK.NS,EQ,08-OCT-2008,INE841B01017,10,INDBANK.NS,INDBANK,Indbank Merchant Banking Services Limited,Financial Services,Capital Markets
INDGN.NS,EQ,13-MAY-2024,INE065X01017,2,INDGN.NS,INDGN,INDEGENE LIMITED,Healthcare,Health Information Services
INDHOTEL.NS,EQ,03-JUL-1996,INE053A01029,1,INDHOTEL.NS,INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,Lodging
INDIACEM.NS,EQ,31-MAY-2000,INE383A01012,10,INDIACEM.NS,INDIACEM,The India Cements Limited,Basic Materials,Building Materials
INDIAGLYCO.NS,EQ,01-JUL-2005,INE560A01015,10,INDIAGLYCO.NS,INDIAGLYCO,India Glycols Limited,Basic Materials,Chemicals
INDIAMART.NS,EQ,04-JUL-2019,INE933S01016,10,INDIAMART.NS,INDIAMART,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information
INDIANCARD.NS,EQ,08-JAN-1997,INE061A01014,10,INDIANCARD.NS,INDIANCARD,The Indian Card Clothing Company Limited,Consumer Cyclical,Textile Manufacturing
INDIANHUME.NS,EQ,30-AUG-1995,INE323C01030,2,INDIANHUME.NS,INDIANHUME,The Indian Hume Pipe Company Limited,Industrials,Engineering & Construction
INDIGOPNTS.NS,EQ,02-FEB-2021,INE09VQ01012,10,INDIGOPNTS.NS,INDIGOPNTS,Indigo Paints Limited,Basic Materials,Specialty Chemicals
INDNIPPON.NS,EQ,07-MAY-1997,INE092B01025,5,INDNIPPON.NS,INDNIPPON,India Nippon Electricals Limited,Consumer Cyclical,Auto Parts
INDOAMIN.NS,EQ,29-APR-2022,INE760F01028,5,INDOAMIN.NS,INDOAMIN,Indo Amines Limited,Basic Materials,Chemicals
INDOBORAX.NS,EQ,29-MAR-2022,INE803D01021,1,INDOBORAX.NS,INDOBORAX,Indo Borax & Chemicals Limited,Basic Materials,Chemicals
INDOCO.NS,EQ,14-JAN-2005,INE873D01024,2,INDOCO.NS,INDOCO,Indoco Remedies Limited,Healthcare,Drug Manufacturers - Specialty & Generic
INDOFARM.NS,BE,07-JAN-2025,INE622H01018,10,INDOFARM.NS,INDOFARM,INDO FARM EQUIPMENT LTD,Industrials,Farm & Heavy Construction Machinery
INDOTECH.NS,EQ,16-MAR-2006,INE332H01014,10,INDOTECH.NS,INDOTECH,Indo Tech Transformers Limited,Industrials,Electrical Equipment & Parts
INDOTHAI.NS,BE,02-NOV-2011,INE337M01013,10,INDOTHAI.NS,INDOTHAI,Indo Thai Securities Limited,Financial Services,Capital Markets
INDOUS.NS,EQ,27-SEP-2024,INE250Z01010,10,INDOUS.NS,INDOUS,Indo Us Bio-Tech Limited,Basic Materials,Agricultural Inputs
INDOWIND.NS,EQ,14-SEP-2007,INE227G01018,10,INDOWIND.NS,INDOWIND,Indowind Energy Limited,Utilities,Utilities - Renewable
INDRAMEDCO.NS,EQ,17-APR-1997,INE681B01017,10,INDRAMEDCO.NS,INDRAMEDCO,Indraprastha Medical Corporation Limited,Healthcare,Medical Care Facilities
INDSWFTLAB.NS,BE,02-JUL-1997,INE915B01019,10,INDSWFTLAB.NS,INDSWFTLAB,Ind-Swift Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic
INDUSTOWER.NS,EQ,28-DEC-2012,INE121J01017,10,INDUSTOWER.NS,INDUSTOWER,Indus Towers Limited,Communication Services,Telecom Services
INFIBEAM.NS,EQ,04-APR-2016,INE483S01020,1,INFIBEAM.NS,INFIBEAM,Infibeam Avenues Limited,Technology,Software - Infrastructure
INFOBEAN.NS,EQ,15-JUL-2019,INE344S01016,10,INFOBEAN.NS,INFOBEAN,InfoBeans Technologies Limited,Technology,Software - Application
INFY.NS,EQ,08-FEB-1995,INE009A01021,5,INFY.NS,INFY,Infosys Limited,Technology,Information Technology Services
INGERRAND.NS,EQ,15-APR-1999,INE177A01018,10,INGERRAND.NS,INGERRAND,Ingersoll-Rand (India) Limited,Industrials,Specialty Industrial Machinery
INNOVACAP.NS,EQ,29-DEC-2023,INE0DUT01020,10,INNOVACAP.NS,INNOVACAP,Innova Captab Limited,Healthcare,Drug Manufacturers - Specialty & Generic
INNOVANA.NS,EQ,17-DEC-2024,INE403Y01018,10,INNOVANA.NS,INNOVANA,INNOVANA THINKLABS LTD,Technology,Software - Application
INOXGREEN.NS,BE,23-NOV-2022,INE510W01014,10,INOXGREEN.NS,INOXGREEN,Inox Green Energy Services Limited,Utilities,Utilities - Renewable
INOXINDIA.NS,EQ,21-DEC-2023,INE616N01034,2,INOXINDIA.NS,INOXINDIA,INOX India Limited,Industrials,Specialty Industrial Machinery
INOXWIND.NS,EQ,09-APR-2015,INE066P01011,10,INOXWIND.NS,INOXWIND,Inox Wind Limited,Industrials,Specialty Industrial Machinery
INSECTICID.NS,EQ,30-MAY-2007,INE070I01018,10,INSECTICID.NS,INSECTICID,Insecticides (India) Limited,Basic Materials,Agricultural Inputs
INSPIRISYS.NS,BE,30-OCT-2006,INE020G01017,10,INSPIRISYS.NS,INSPIRISYS,Inspirisys Solutions Limited,Technology,Information Technology Services
INTELLECT.NS,EQ,18-DEC-2014,INE306R01017,5,INTELLECT.NS,INTELLECT,Intellect Design Arena Limited,Technology,Software - Application
INTERARCH.NS,BE,26-AUG-2024,INE00M901018,10,INTERARCH.NS,INTERARCH,Interarch Building Solutions Limited,Industrials,Engineering & Construction
INTLCONV.NS,EQ,16-SEP-2021,INE575C01027,1,INTLCONV.NS,INTLCONV,International Conveyors Limited,Industrials,Specialty Industrial Machinery
INVENTURE.NS,EQ,04-AUG-2011,INE878H01024,1,INVENTURE.NS,INVENTURE,Inventure Growth & Securities Limited,Financial Services,Capital Markets
IOLCP.NS,EQ,08-NOV-2010,INE485C01029,2,IOLCP.NS,IOLCP,IOL Chemicals and Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic
IPCALAB.NS,EQ,08-FEB-1995,INE571A01038,1,IPCALAB.NS,IPCALAB,Ipca Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic
IPL.NS,EQ,05-JUL-2021,INE0D6701023,1,IPL.NS,IPL,India Pesticides Limited,Basic Materials,Agricultural Inputs
IRCON.NS,EQ,28-SEP-2018,INE962Y01021,2,IRCON.NS,IRCON,Ircon International Limited,Industrials,Engineering & Construction
IRCTC.NS,EQ,14-OCT-2019,INE335Y01020,2,IRCTC.NS,IRCTC,Indian Railway Catering & Tourism Corporation Limited,Industrials,Railroads
IRIS.NS,BE,08-NOV-2021,INE864K01010,10,IRIS.NS,IRIS,IRIS Business Services Limited,Technology,Software - Application
IRISDOREME.NS,BE,22-FEB-2021,INE01GN01025,2,IRISDOREME.NS,IRISDOREME,Iris Clothings Limited,Consumer Cyclical,Apparel Manufacturing
IRMENERGY.NS,EQ,26-OCT-2023,INE07U701015,10,IRMENERGY.NS,IRMENERGY,IRM Energy Limited,Utilities,Utilities - Regulated Gas
ISFT.NS,EQ,12-APR-2010,INE566K01011,10,ISFT.NS,ISFT,IntraSoft Technologies Limited,Consumer Cyclical,Internet Retail
ISGEC.NS,EQ,05-MAY-2021,INE858B01029,1,ISGEC.NS,ISGEC,Isgec Heavy Engineering Limited,Industrials,Specialty Industrial Machinery
ITDC.NS,EQ,30-DEC-2016,INE353K01014,10,ITDC.NS,ITDC,India Tourism Development Corporation Limited,Consumer Cyclical,Lodging
ITDCEM.NS,EQ,10-FEB-1999,INE686A01026,1,ITDCEM.NS,ITDCEM,ITD Cementation India Limited,Industrials,Engineering & Construction
ITI.NS,EQ,15-SEP-2003,INE248A01017,10,ITI.NS,ITI,ITI Limited,Technology,Communication Equipment
IXIGO.NS,EQ,18-JUN-2024,INE0HV901016,1,IXIGO.NS,IXIGO,LE TRAVENUES TECHNOLOGY L,Consumer Cyclical,Travel Services
IZMO.NS,EQ,05-FEB-2007,INE848A01014,10,IZMO.NS,IZMO,IZMO Limited,Technology,Software - Application
JAGRAN.NS,EQ,22-FEB-2006,INE199G01027,2,JAGRAN.NS,JAGRAN,Jagran Prakashan Limited,Communication Services,Publishing
JAGSNPHARM.NS,EQ,01-MAR-2000,INE048B01035,2,JAGSNPHARM.NS,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic
JAIBALAJI.NS,EQ,09-DEC-2003,INE091G01026,2,JAIBALAJI.NS,JAIBALAJI,Jai Balaji Industries Limited,Basic Materials,Steel
JAMNAAUTO.NS,EQ,10-DEC-2010,INE039C01032,1,JAMNAAUTO.NS,JAMNAAUTO,Jamna Auto Industries Limited,Consumer Cyclical,Auto Parts
JASH.NS,EQ,30-OCT-2019,INE039O01029,2,JASH.NS,JASH,Jash Engineering Limited,Industrials,Specialty Industrial Machinery
JAYAGROGN.NS,EQ,17-APR-1996,INE785A01026,5,JAYAGROGN.NS,JAYAGROGN,Jayant Agro-Organics Limited,Basic Materials,Specialty Chemicals
JBCHEPHARM.NS,EQ,29-APR-2003,INE572A01036,1,JBCHEPHARM.NS,JBCHEPHARM,J. B. Chemicals & Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic
JBMA.NS,EQ,17-DEC-2004,INE927D01051,1,JBMA.NS,JBMA,JBM Auto Limited,Consumer Cyclical,Auto Parts
JCHAC.NS,EQ,03-JAN-2000,INE782A01015,10,JCHAC.NS,JCHAC,Johnson Controls-Hitachi Air Conditioning India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
JGCHEM.NS,EQ,13-MAR-2024,INE0MB501011,10,JGCHEM.NS,JGCHEM,J.G.CHEMICALS LIMITED,Basic Materials,Other Industrial Metals & Mining
JHS.NS,EQ,21-OCT-2006,INE544H01014,10,JHS.NS,JHS,JHS Svendgaard Laboratories Limited,Consumer Defensive,Household & Personal Products
JINDALPHOT.NS,BE,07-APR-2005,INE796G01012,10,JINDALPHOT.NS,JINDALPHOT,Jindal Photo Limited,Financial Services,Asset Management
JINDALSAW.NS,EQ,29-APR-2003,INE324A01032,1,JINDALSAW.NS,JINDALSAW,Jindal Saw Limited,Basic Materials,Steel
JINDALSTEL.NS,EQ,29-DEC-1999,INE749A01030,1,JINDALSTEL.NS,JINDALSTEL,Jindal Steel & Power Limited,Basic Materials,Steel
JINDRILL.NS,EQ,22-DEC-2006,INE742C01031,5,JINDRILL.NS,JINDRILL,Jindal Drilling & Industries Limited,Energy,Oil & Gas Equipment & Services
JINDWORLD.NS,EQ,25-NOV-2010,INE247D01039,1,JINDWORLD.NS,JINDWORLD,Jindal Worldwide Limited,Consumer Cyclical,Textile Manufacturing
JIOFIN.NS,EQ,21-AUG-2023,INE758E01017,10,JIOFIN.NS,JIOFIN,Jio Financial Services Limited,Financial Services,Asset Management
JKCEMENT.NS,EQ,14-MAR-2006,INE823G01014,10,JKCEMENT.NS,JKCEMENT,J.K. Cement Limited,Basic Materials,Building Materials
JKIL.NS,EQ,12-FEB-2008,INE576I01022,5,JKIL.NS,JKIL,J. Kumar Infraprojects Limited,Industrials,Engineering & Construction
JKLAKSHMI.NS,EQ,19-JUN-2006,INE786A01032,5,JKLAKSHMI.NS,JKLAKSHMI,JK Lakshmi Cement Limited,Basic Materials,Building Materials
JKPAPER.NS,EQ,16-JUN-2005,INE789E01012,10,JKPAPER.NS,JKPAPER,JK Paper Limited,Basic Materials,Paper & Paper Products
JLHL.NS,EQ,18-SEP-2023,INE682M01012,10,JLHL.NS,JLHL,Jupiter Life Line Hospitals Limited,Healthcare,Medical Care Facilities
JNKINDIA.NS,EQ,30-APR-2024,INE0OAF01028,2,JNKINDIA.NS,JNKINDIA,JNK India Limited,Industrials,Specialty Industrial Machinery
JPOLYINVST.NS,EQ,11-NOV-2013,INE147P01019,10,JPOLYINVST.NS,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Financial Services,Asset Management
JPPOWER.NS,EQ,18-APR-2005,INE351F01018,10,JPPOWER.NS,JPPOWER,Jaiprakash Power Ventures Limited,Utilities,Utilities - Independent Power Producers
JSL.NS,EQ,17-NOV-2003,INE220G01021,2,JSL.NS,JSL,Jindal Stainless Limited,Basic Materials,Steel
JSWINFRA.NS,EQ,03-OCT-2023,INE880J01026,2,JSWINFRA.NS,JSWINFRA,JSW Infrastructure Limited,Industrials,Marine Shipping
JTEKTINDIA.NS,EQ,12-JAN-2004,INE643A01035,1,JTEKTINDIA.NS,JTEKTINDIA,JTEKT India Limited,Consumer Cyclical,Auto Parts
JTLIND.NS,EQ,12-JUN-2023,INE391J01032,1,JTLIND.NS,JTLIND,JTL Industries Limited,Basic Materials,Steel
JUBLCPL.NS,EQ,14-FEB-2025,INE03CC01015,10,JUBLCPL.NS,JUBLCPL,Jubilant Agri and Consumer Products Limited,Basic Materials,Specialty Chemicals
JUBLFOOD.NS,EQ,08-FEB-2010,INE797F01020,2,JUBLFOOD.NS,JUBLFOOD,Jubilant FoodWorks Limited,Consumer Cyclical,Restaurants
JUBLINGREA.NS,EQ,19-MAR-2021,INE0BY001018,1,JUBLINGREA.NS,JUBLINGREA,Jubilant Ingrevia Limited,Basic Materials,Specialty Chemicals
JUBLPHARMA.NS,EQ,16-JUN-2003,INE700A01033,1,JUBLPHARMA.NS,JUBLPHARMA,Jubilant Pharmova Limited,Healthcare,Drug Manufacturers - Specialty & Generic
JUNIPER.NS,EQ,28-FEB-2024,INE696F01016,10,JUNIPER.NS,JUNIPER,Juniper Hotels Limited,Consumer Cyclical,Lodging
JUSTDIAL.NS,EQ,05-JUN-2013,INE599M01018,10,JUSTDIAL.NS,JUSTDIAL,Just Dial Limited,Communication Services,Internet Content & Information
JWL.NS,EQ,18-OCT-2010,INE209L01016,10,JWL.NS,JWL,Jupiter Wagons Limited,Industrials,Railroads
JYOTHYLAB.NS,EQ,19-DEC-2007,INE668F01031,1,JYOTHYLAB.NS,JYOTHYLAB,Jyothy Labs Limited,Consumer Defensive,Household & Personal Products
JYOTICNC.NS,EQ,16-JAN-2024,INE980O01024,2,JYOTICNC.NS,JYOTICNC,Jyoti CNC Automation Limited,Industrials,Specialty Industrial Machinery
KABRAEXTRU.NS,EQ,06-SEP-1995,INE900B01029,5,KABRAEXTRU.NS,KABRAEXTRU,Kabra Extrusiontechnik Limited,Industrials,Specialty Industrial Machinery
KAJARIACER.NS,EQ,01-JUN-2004,INE217B01036,1,KAJARIACER.NS,KAJARIACER,Kajaria Ceramics Limited,Industrials,Building Products & Equipment
KAKATCEM.NS,EQ,13-DEC-1995,INE437B01014,10,KAKATCEM.NS,KAKATCEM,Kakatiya Cement Sugar and Industries Limited,Basic Materials,Building Materials
KALAMANDIR.NS,EQ,27-SEP-2023,INE438K01021,2,KALAMANDIR.NS,KALAMANDIR,Sai Silks (Kalamandir) Limited,Consumer Cyclical,Apparel Retail
KALYANIFRG.NS,EQ,20-DEC-2007,INE314G01014,10,KALYANIFRG.NS,KALYANIFRG,Kalyani Forge Limited,Consumer Cyclical,Auto Parts
KALYANKJIL.NS,EQ,26-MAR-2021,INE303R01014,10,KALYANKJIL.NS,KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods
KAMATHOTEL.NS,EQ,29-MAY-1996,INE967C01018,10,KAMATHOTEL.NS,KAMATHOTEL,Kamat Hotels (India) Limited,Consumer Cyclical,Lodging
KAMDHENU.NS,EQ,09-MAY-2006,INE390H01020,1,KAMDHENU.NS,KAMDHENU,Kamdhenu Limited,Basic Materials,Steel
KAMOPAINTS.NS,BE,24-JAN-2023,INE0BTI01037,1,KAMOPAINTS.NS,KAMOPAINTS,Kamdhenu Ventures Limited,Basic Materials,Steel
KANANIIND.NS,EQ,14-DEC-2011,INE879E01037,1,KANANIIND.NS,KANANIIND,Kanani Industries Limited,Consumer Cyclical,Luxury Goods
KANPRPLA.NS,BE,01-JAN-2021,INE694E01014,10,KANPRPLA.NS,KANPRPLA,Kanpur Plastipack Limited,Consumer Cyclical,Packaging & Containers
KANSAINER.NS,EQ,15-SEP-2003,INE531A01024,1,KANSAINER.NS,KANSAINER,Kansai Nerolac Paints Limited,Basic Materials,Specialty Chemicals
KARMAENG.NS,BE,28-JUN-2011,INE725L01011,10,KARMAENG.NS,KARMAENG,Karma Energy Limited,Utilities,Utilities - Renewable
KAVDEFENCE.NS,BE,29-JAN-2008,INE641C01019,10,KAVDEFENCE.NS,KAVDEFENCE,KAVVERI DFS & WIR TEC LTD,Technology,Communication Equipment
KAYNES.NS,EQ,22-NOV-2022,INE918Z01012,10,KAYNES.NS,KAYNES,Kaynes Technology India Limited,Industrials,Specialty Industrial Machinery
KCP.NS,EQ,09-APR-1997,INE805C01028,1,KCP.NS,KCP,The KCP Limited,Basic Materials,Building Materials
KCPSUGIND.NS,EQ,11-JUN-1997,INE790B01024,1,KCPSUGIND.NS,KCPSUGIND,K.C.P. Sugar and Industries Corporation Limited,Consumer Defensive,Confectioners
KDDL.NS,EQ,23-MAR-2016,INE291D01011,10,KDDL.NS,KDDL,KDDL Limited,Consumer Cyclical,Luxury Goods
KEC.NS,EQ,10-MAR-2006,INE389H01022,2,KEC.NS,KEC,KEC International Limited,Industrials,Engineering & Construction
KECL.NS,EQ,09-MAR-2010,INE134B01017,10,KECL.NS,KECL,Kirloskar Electric Company Limited,Industrials,Specialty Industrial Machinery
KEEPLEARN.NS,BE,01-MAR-1995,INE055C01020,1,KEEPLEARN.NS,KEEPLEARN,DSJ Keep Learning Limited,Consumer Defensive,Education & Training Services
KEI.NS,EQ,23-MAR-2006,INE878B01027,2,KEI.NS,KEI,KEI Industries Limited,Industrials,Electrical Equipment & Parts
KELLTONTEC.NS,EQ,02-MAR-2016,INE164B01022,5,KELLTONTEC.NS,KELLTONTEC,Kellton Tech Solutions Limited,Technology,Software - Application
KERNEX.NS,BE,20-DEC-2005,INE202H01019,10,KERNEX.NS,KERNEX,Kernex Microsystems (India) Limited,Technology,Software - Application
KEYFINSERV.NS,BE,26-JUN-1996,INE681C01015,10,KEYFINSERV.NS,KEYFINSERV,Keynote Financial Services Limited,Financial Services,Capital Markets
KFINTECH.NS,EQ,29-DEC-2022,INE138Y01010,10,KFINTECH.NS,KFINTECH,KFin Technologies Limited,Technology,Software - Application
KHAICHEM.NS,BE,30-OCT-2020,INE745B01028,1,KHAICHEM.NS,KHAICHEM,Khaitan Chemicals and Fertilizers Limited,Basic Materials,Agricultural Inputs
KHAITANLTD.NS,BE,20-DEC-1995,INE731C01018,10,KHAITANLTD.NS,KHAITANLTD,Khaitan (India) Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
KHANDSE.NS,EQ,07-FEB-2001,INE060B01014,10,KHANDSE.NS,KHANDSE,Khandwala Securities Limited,Financial Services,Capital Markets
KILITCH.NS,BE,29-SEP-2010,INE729D01010,10,KILITCH.NS,KILITCH,Kilitch Drugs (India) Limited,Healthcare,Drug Manufacturers - Specialty & Generic
KIMS.NS,EQ,28-JUN-2021,INE967H01025,2,KIMS.NS,KIMS,Krishna Institute of Medical Sciences Limited,Healthcare,Medical Care Facilities
KINGFA.NS,EQ,15-NOV-2016,INE473D01015,10,KINGFA.NS,KINGFA,Kingfa Science & Technology (India) Limited,Basic Materials,Specialty Chemicals
KIOCL.NS,EQ,29-NOV-2016,INE880L01014,10,KIOCL.NS,KIOCL,KIOCL Limited,Basic Materials,Steel
KIRLOSBROS.NS,EQ,20-APR-2010,INE732A01036,2,KIRLOSBROS.NS,KIRLOSBROS,Kirloskar Brothers Limited,Industrials,Specialty Industrial Machinery
KIRLOSIND.NS,EQ,24-JUN-2010,INE250A01039,10,KIRLOSIND.NS,KIRLOSIND,Kirloskar Industries Limited,Industrials,Metal Fabrication
KIRLPNU.NS,EQ,26-APR-2023,INE811A01020,2,KIRLPNU.NS,KIRLPNU,Kirloskar Pneumatic Company Limited,Industrials,Specialty Industrial Machinery
KITEX.NS,EQ,25-SEP-2012,INE602G01020,1,KITEX.NS,KITEX,Kitex Garments Limited,Consumer Cyclical,Apparel Manufacturing
KKCL.NS,EQ,13-APR-2006,INE401H01017,10,KKCL.NS,KKCL,Kewal Kiran Clothing Limited,Consumer Cyclical,Apparel Manufacturing
KMEW.NS,EQ,14-NOV-2024,INE0CJD01011,10,KMEW.NS,KMEW,Knowledge Marine & Engineering Works Limited,Industrials,Marine Shipping
KNRCON.NS,EQ,18-FEB-2008,INE634I01029,2,KNRCON.NS,KNRCON,KNR Constructions Limited,Industrials,Engineering & Construction
KOKUYOCMLN.NS,EQ,28-JUL-2008,INE760A01029,1,KOKUYOCMLN.NS,KOKUYOCMLN,Kokuyo Camlin Limited,Industrials,Business Equipment & Supplies
KOPRAN.NS,EQ,09-JUN-1999,INE082A01010,10,KOPRAN.NS,KOPRAN,Kopran Limited,Healthcare,Drug Manufacturers - General
KOTARISUG.NS,EQ,13-DEC-2004,INE419A01022,10,KOTARISUG.NS,KOTARISUG,Kothari Sugars and Chemicals Limited,Consumer Defensive,Confectioners
KOTHARIPET.NS,EQ,02-NOV-1996,INE720A01015,10,KOTHARIPET.NS,KOTHARIPET,Kothari Petrochemicals Limited,Basic Materials,Specialty Chemicals
KPEL.NS,EQ,14-NOV-2024,INE127T01021,5,KPEL.NS,KPEL,K.P. Energy Limited,Industrials,Engineering & Construction
KPIGREEN.NS,EQ,27-JUL-2021,INE542W01025,5,KPIGREEN.NS,KPIGREEN,KPI Green Energy Limited,Utilities,Utilities - Renewable
KPIL.NS,EQ,15-DEC-2000,INE220B01022,2,KPIL.NS,KPIL,Kalpataru Projects International Limited,Industrials,Engineering & Construction
KPITTECH.NS,EQ,22-APR-2019,INE04I401011,10,KPITTECH.NS,KPITTECH,KPIT Technologies Limited,Technology,Software - Infrastructure
KPRMILL.NS,EQ,28-AUG-2007,INE930H01031,1,KPRMILL.NS,KPRMILL,K.P.R. Mill Limited,Consumer Cyclical,Textile Manufacturing
KRBL.NS,EQ,21-JAN-2002,INE001B01026,1,KRBL.NS,KRBL,KRBL Limited,Consumer Defensive,Packaged Foods
KRISHANA.NS,EQ,22-AUG-2019,INE506W01012,10,KRISHANA.NS,KRISHANA,Krishana Phoschem Limited,Basic Materials,Agricultural Inputs
KRISHIVAL.NS,BE,20-JUN-2025,INE0GGO01015,10,KRISHIVAL.NS,KRISHIVAL,KRISHIVAL FOODS LIMITED,Consumer Defensive,Packaged Foods
KRITI.NS,BE,01-NOV-2021,INE479D01038,1,KRITI.NS,KRITI,Kriti Industries (India) Limited,Industrials,Building Products & Equipment
KRITINUT.NS,EQ,07-OCT-2022,INE798K01010,1,KRITINUT.NS,KRITINUT,Kriti Nutrients Limited,Consumer Defensive,Packaged Foods
KRN.NS,EQ,03-OCT-2024,INE0Q3J01015,10,KRN.NS,KRN,KRN HEAT EXCHANGE N REF L,Technology,Electronic Components
KROSS.NS,EQ,16-SEP-2024,INE0O6601022,5,KROSS.NS,KROSS,KROSS LIMITED,Consumer Cyclical,Auto Parts
KRSNAA.NS,EQ,16-AUG-2021,INE08LI01020,5,KRSNAA.NS,KRSNAA,Krsnaa Diagnostics Limited,Healthcare,Diagnostics & Research
KRYSTAL.NS,BE,21-MAR-2024,INE0QN801017,10,KRYSTAL.NS,KRYSTAL,KRYSTAL INTEGRATED SER L,Industrials,Specialty Business Services
KSB.NS,EQ,08-FEB-1995,INE999A01023,2,KSB.NS,KSB,KSB Limited,Industrials,Specialty Industrial Machinery
KSL.NS,EQ,19-MAY-2010,INE907A01026,5,KSL.NS,KSL,Kalyani Steels Limited,Basic Materials,Steel
